InvoiceNo,StockCode,year,month,day,hour,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,amount_spent
549749,22383,2011,4,2,10,lunch bag suki design ,10,2011-04-12 10:45:00,1.65,12928,United Kingdom,16.5
568311,23395,2011,9,1,12,belle jardiniere cushion cover,4,2011-09-26 12:53:00,3.75,17287,United Kingdom,15.0
541112,22522,2011,1,4,15,childs garden fork blue ,12,2011-01-13 15:17:00,0.85,18085,United Kingdom,10.2
548612,21931,2011,4,5,11,jumbo storage bag suki,5,2011-04-01 11:34:00,2.08,13137,United Kingdom,10.4
549125,21034,2011,4,3,14,rex cash+carry jumbo shopper,1,2011-04-06 14:13:00,0.95,14964,United Kingdom,0.95
560859,22469,2011,7,4,13,heart of wicker small,4,2011-07-21 13:28:00,1.65,13668,United Kingdom,6.6
540647,22847,2011,1,1,14,bread bin diner style ivory,1,2011-01-10 14:57:00,16.95,17406,United Kingdom,16.95
569136,22371,2011,9,5,14,airline bag vintage tokyo 78,2,2011-09-30 14:41:00,4.25,15834,United Kingdom,8.5
572035,22142,2011,10,4,12,christmas craft white fairy ,40,2011-10-20 12:03:00,1.25,14646,Netherlands,50.0
573876,23196,2011,11,2,12,vintage leaf magnetic notepad,1,2011-11-01 12:48:00,1.45,16360,United Kingdom,1.45
562914,22712,2011,8,3,13,card dolly girl ,12,2011-08-10 13:25:00,0.42,16558,United Kingdom,5.04
555536,22625,2011,6,7,12,red kitchen scales,2,2011-06-05 12:28:00,8.5,17675,United Kingdom,17.0
563404,23291,2011,8,2,11,dolly girl childrens cup,48,2011-08-16 11:04:00,1.25,16303,United Kingdom,60.0
550522,21915,2011,4,2,10,red  harmonica in box ,12,2011-04-19 10:04:00,1.25,12947,United Kingdom,15.0
559898,23202,2011,7,3,12,jumbo bag vintage leaf,4,2011-07-13 12:18:00,2.08,16225,United Kingdom,8.32
567190,47591D,2011,9,1,9,pink fairy cake childrens apron,8,2011-09-19 09:14:00,1.95,18226,United Kingdom,15.6
549587,21528,2011,4,1,10,dairy maid traditional teapot ,2,2011-04-11 10:01:00,6.95,15737,United Kingdom,13.9
569843,22141,2011,10,4,13,christmas craft tree top angel,3,2011-10-06 13:29:00,2.1,14449,United Kingdom,6.300000000000002
543507,21213,2011,2,3,10,pack of 72 skull cake cases,2,2011-02-09 10:49:00,0.55,15039,United Kingdom,1.1
562770,23206,2011,8,2,11,lunch bag apple design,20,2011-08-09 11:56:00,1.65,17139,United Kingdom,33.0
578022,22493,2011,11,2,13,paint your own canvas set,3,2011-11-22 13:25:00,1.65,17371,United Kingdom,4.949999999999998
576847,22418,2011,11,3,15,10 colour spaceboy pen,48,2011-11-16 15:35:00,0.85,17017,United Kingdom,40.8
540288,82484,2011,1,4,12,wood black board ant white finish,6,2011-01-06 12:45:00,6.45,17634,United Kingdom,38.7
578511,22912,2011,11,4,13,yellow coat rack paris fashion,2,2011-11-24 13:27:00,4.95,17975,United Kingdom,9.9
577024,47504H,2011,11,4,12,english rose spirit level ,1,2011-11-17 12:47:00,0.79,14704,United Kingdom,0.79
565664,47566,2011,9,1,17,party bunting,3,2011-09-05 17:36:00,4.95,13211,United Kingdom,14.85
568060,23280,2011,9,5,13,folding butterfly mirror hot pink ,5,2011-09-23 13:11:00,0.83,14546,United Kingdom,4.15
538146,37501,2010,12,4,16,tea time tea set in gift box,3,2010-12-09 16:10:00,6.95,15596,United Kingdom,20.85
537130,22926,2010,12,7,12,ivory giant garden thermometer,2,2010-12-05 12:23:00,5.95,17796,United Kingdom,11.9
550314,84358,2011,4,7,11,floor lamp shade wood base,4,2011-04-17 11:30:00,8.49,16905,United Kingdom,33.96
563730,22297,2011,8,4,17,heart ivory trellis small,24,2011-08-18 17:43:00,1.25,14221,United Kingdom,30.0
557975,23013,2011,6,5,10,glass apothecary bottle tonic,4,2011-06-24 10:33:00,3.95,15981,United Kingdom,15.8
580644,22154,2011,12,1,13,angel decoration 3 buttons ,5,2011-12-05 13:10:00,0.42,16904,United Kingdom,2.1
537199,22156,2010,12,7,14,heart decoration with pearls ,1,2010-12-05 14:06:00,0.85,15894,United Kingdom,0.85
568518,22727,2011,9,2,12,alarm clock bakelike red ,4,2011-09-27 12:53:00,3.75,12680,France,15.0
564174,15036,2011,8,2,14,assorted colours silk fan,24,2011-08-23 14:25:00,0.83,14191,United Kingdom,19.92
567183,23341,2011,9,7,15,pink diner wall clock,1,2011-09-18 15:32:00,8.5,14769,United Kingdom,8.5
548289,84509A,2011,3,3,11,set of 4 english rose placemats,4,2011-03-30 11:48:00,3.75,13988,United Kingdom,15.0
577352,84836,2011,11,5,15,zinc metal heart decoration,12,2011-11-18 15:41:00,1.25,14820,United Kingdom,15.0
564065,22844,2011,8,1,15,vintage cream dog food container,2,2011-08-22 15:05:00,8.5,15150,United Kingdom,17.0
549241,22178,2011,4,4,11,victorian glass hanging t-light,6,2011-04-07 11:40:00,1.25,15719,United Kingdom,7.5
554765,23111,2011,5,4,11,parisienne sewing box,1,2011-05-26 11:38:00,12.5,16837,United Kingdom,12.5
558370,22210,2011,6,2,15,wood stamp set best wishes,12,2011-06-28 15:44:00,0.83,17750,United Kingdom,9.96
537598,18097C,2010,12,2,12,white tall porcelain t-light holder,6,2010-12-07 12:37:00,2.55,14135,United Kingdom,15.3
569672,22428,2011,10,3,13,enamel fire bucket cream,1,2011-10-05 13:58:00,6.95,17841,United Kingdom,6.95
539333,22960,2010,12,5,9,jam making set with jars,6,2010-12-17 09:52:00,4.25,13627,United Kingdom,25.5
561223,22082,2011,7,2,9,ribbon reel stripes design ,10,2011-07-26 09:51:00,1.65,15358,United Kingdom,16.5
550359,21934,2011,4,1,10,skull shoulder bag,1,2011-04-18 10:41:00,1.65,17841,United Kingdom,1.65
547099,84920,2011,3,1,10,pink flower fabric pony,4,2011-03-21 10:30:00,3.75,18224,United Kingdom,15.0
543463,22364,2011,2,2,14,glass jar digestive biscuits,1,2011-02-08 14:06:00,2.95,15311,United Kingdom,2.95
551462,22151,2011,4,4,16,place setting white heart,24,2011-04-28 16:11:00,0.42,15210,United Kingdom,10.08
569900,20711,2011,10,4,16,jumbo bag toys ,10,2011-10-06 16:17:00,2.08,17651,United Kingdom,20.8
566914,23169,2011,9,4,14,classic glass cookie jar,1,2011-09-15 14:08:00,4.15,15466,United Kingdom,4.15
560547,47566,2011,7,2,12,party bunting,16,2011-07-19 12:39:00,4.95,17419,United Kingdom,79.2
572130,85032B,2011,10,5,9,blossom images gift wrap set,12,2011-10-21 09:50:00,0.65,13460,United Kingdom,7.800000000000002
540247,84879,2011,1,3,15,assorted colour bird ornament,8,2011-01-05 15:56:00,1.69,15464,United Kingdom,13.52
566914,22917,2011,9,4,14,herb marker rosemary,6,2011-09-15 14:08:00,0.65,15466,United Kingdom,3.9
559367,23012,2011,7,5,9,glass apothecary bottle perfume,4,2011-07-08 09:38:00,3.95,13013,United Kingdom,15.8
562939,23005,2011,8,4,8,travel card wallet i love london,24,2011-08-11 08:37:00,0.42,15498,United Kingdom,10.08
566868,23397,2011,9,4,13,foot stool home sweet home ,4,2011-09-15 13:13:00,9.95,14595,United Kingdom,39.8
543735,22720,2011,2,5,12,set of 3 cake tins pantry design ,24,2011-02-11 12:32:00,4.25,16191,United Kingdom,102.0
578429,23493,2011,11,4,12,vintage doily travel sewing kit,4,2011-11-24 12:12:00,1.95,16271,United Kingdom,7.8
545461,22411,2011,3,4,8,jumbo shopper vintage red paisley,10,2011-03-03 08:24:00,1.95,14388,United Kingdom,19.5
575303,23296,2011,11,3,12,set of 6 tea time baking cases,1,2011-11-09 12:34:00,1.25,12893,United Kingdom,1.25
575516,22114,2011,11,4,10,hot water bottle tea and sympathy,8,2011-11-10 10:45:00,4.25,17340,United Kingdom,34.0
565416,21981,2011,9,7,12,pack of 12 woodland tissues ,24,2011-09-04 12:00:00,0.29,12710,Germany,6.959999999999999
544314,22996,2011,2,4,14,travel card wallet vintage ticket,24,2011-02-17 14:42:00,0.42,13767,United Kingdom,10.08
558571,23190,2011,6,4,14,bundle of 3 school exercise books  ,24,2011-06-30 14:46:00,1.65,17017,United Kingdom,39.6
542231,22556,2011,1,3,13,plasters in tin circus parade ,4,2011-01-26 13:40:00,1.65,16714,United Kingdom,6.6
573264,20727,2011,10,5,12,lunch bag  black skull.,4,2011-10-28 12:36:00,1.65,14415,United Kingdom,6.6
553856,21980,2011,5,4,13,pack of 12 red retrospot tissues ,3,2011-05-19 13:28:00,0.29,16813,United Kingdom,0.8699999999999999
569897,21446,2011,10,4,16,12 red rose peg place settings,1,2011-10-06 16:01:00,1.25,17813,United Kingdom,1.25
579832,21903,2011,11,3,15,man flu metal sign,12,2011-11-30 15:58:00,2.1,17434,United Kingdom,25.200000000000006
577178,20750,2011,11,5,11,red retrospot mini cases,2,2011-11-18 11:10:00,7.95,12618,Italy,15.9
558731,22899,2011,7,5,14,children's apron dolly girl ,6,2011-07-01 14:53:00,2.1,13285,United Kingdom,12.6
565210,22995,2011,9,4,17,travel card wallet suki,24,2011-09-01 17:09:00,0.42,17750,United Kingdom,10.08
571036,23402,2011,10,4,12,home sweet home 3 peg hanger ,8,2011-10-13 12:52:00,3.75,17567,United Kingdom,30.0
579465,22816,2011,11,2,14,card motorbike santa,36,2011-11-29 14:53:00,0.42,15790,United Kingdom,15.12
579196,22730,2011,11,1,15,alarm clock bakelike ivory,1,2011-11-28 15:54:00,7.46,14096,United Kingdom,7.46
557626,21395,2011,6,2,14,blue polkadot beaker ,12,2011-06-21 14:29:00,0.39,14175,United Kingdom,4.68
570458,22993,2011,10,1,15,set of 4 pantry jelly moulds,4,2011-10-10 15:39:00,1.25,14535,United Kingdom,5.0
566285,84949,2011,9,7,14,silver hanging t-light holder,6,2011-09-11 14:51:00,1.65,13611,United Kingdom,9.9
544592,48138,2011,2,1,15,doormat union flag,1,2011-02-21 15:30:00,7.95,16775,United Kingdom,7.95
537065,84963A,2010,12,7,11,pink painted kashmiri chair,4,2010-12-05 11:57:00,42.95,12567,France,171.8
551733,22502,2011,5,3,10,picnic basket wicker small,4,2011-05-04 10:15:00,5.95,13012,United Kingdom,23.8
573780,22083,2011,11,2,11,paper chain kit retrospot,12,2011-11-01 11:12:00,2.95,17503,United Kingdom,35.40000000000001
566017,22431,2011,9,4,12,watering can blue elephant,12,2011-09-08 12:27:00,1.95,13330,United Kingdom,23.4
569856,23313,2011,10,4,14,vintage christmas bunting,5,2011-10-06 14:28:00,4.95,17068,United Kingdom,24.75
577508,85035C,2011,11,7,12,rose 3 wick morris box candle,6,2011-11-20 12:45:00,1.25,18127,United Kingdom,7.5
554989,22989,2011,5,7,13,set 2 pantry design tea towels,3,2011-05-29 13:50:00,3.25,15897,United Kingdom,9.75
561585,48194,2011,7,4,10,doormat hearts,2,2011-07-28 10:46:00,7.95,13728,United Kingdom,15.9
548533,20754,2011,3,4,17,retrospot red washing up gloves,6,2011-03-31 17:17:00,2.1,13883,United Kingdom,12.6
556829,23252,2011,6,3,10,vintage red enamel trim jug ,4,2011-06-15 10:51:00,3.75,12809,Portugal,15.0
567578,20750,2011,9,3,10,red retrospot mini cases,2,2011-09-21 10:47:00,7.95,12701,Germany,15.9
568647,23404,2011,9,3,11,home sweet home blackboard,6,2011-09-28 11:48:00,4.95,16157,United Kingdom,29.700000000000006
545933,21080,2011,3,2,12,set/20 red retrospot paper napkins ,12,2011-03-08 12:04:00,0.85,13908,United Kingdom,10.2
565665,22659,2011,9,1,17,lunch box i love london,4,2011-09-05 17:44:00,1.95,15856,United Kingdom,7.8
543989,22842,2011,2,2,9,biscuit tin vintage red,12,2011-02-15 09:52:00,5.95,12415,Australia,71.4
569461,23397,2011,10,2,11,foot stool home sweet home ,2,2011-10-04 11:36:00,9.95,16556,United Kingdom,19.9
567853,22531,2011,9,4,13,magic drawing slate circus parade  ,12,2011-09-22 13:31:00,0.42,15484,United Kingdom,5.04
566193,20914,2011,9,5,13,set/5 red retrospot lid glass bowls,6,2011-09-09 13:37:00,2.95,14961,United Kingdom,17.700000000000006
548007,22854,2011,3,2,10,cream sweetheart egg holder,4,2011-03-29 10:51:00,4.95,13769,United Kingdom,19.8
551982,48188,2011,5,4,13,doormat welcome puppies,2,2011-05-05 13:56:00,7.95,15023,United Kingdom,15.9
574284,22664,2011,11,4,15,toy tidy dolly girl design,5,2011-11-03 15:01:00,2.1,17644,United Kingdom,10.5
555260,22120,2011,6,3,15,welcome  wooden block letters,1,2011-06-01 15:34:00,9.95,13263,United Kingdom,9.95
551836,23144,2011,5,3,13,zinc t-light holder stars small,216,2011-05-04 13:22:00,0.72,17394,United Kingdom,155.51999999999995
543474,21929,2011,2,2,15,jumbo bag pink vintage paisley,7,2011-02-08 15:09:00,1.95,14415,United Kingdom,13.65
577497,22991,2011,11,7,12,giraffe wooden ruler,4,2011-11-20 12:22:00,1.95,17555,United Kingdom,7.8
552039,22659,2011,5,5,8,lunch box i love london,12,2011-05-06 08:10:00,1.95,13081,United Kingdom,23.4
561897,21947,2011,7,7,15,set of 6 heart chopsticks,1,2011-07-31 15:24:00,1.25,17841,United Kingdom,1.25
561898,21135,2011,7,7,15,victorian  metal postcard spring,8,2011-07-31 15:25:00,1.69,12456,Switzerland,13.52
561885,22274,2011,7,7,13,feltcraft doll emily,1,2011-07-31 13:13:00,2.95,15532,United Kingdom,2.95
576933,22555,2011,11,4,11,plasters in tin strongman,2,2011-11-17 11:29:00,1.65,15529,United Kingdom,3.3
545890,22327,2011,3,1,16,round snack boxes set of 4 skulls,6,2011-03-07 16:39:00,2.95,16782,United Kingdom,17.700000000000006
545221,85206A,2011,3,2,8,cream felt easter egg basket,6,2011-03-01 08:35:00,1.65,14740,United Kingdom,9.9
564372,22418,2011,8,4,9,10 colour spaceboy pen,24,2011-08-25 09:55:00,0.85,12714,France,20.4
552958,23282,2011,5,4,12,folding butterfly mirror ivory ,12,2011-05-12 12:49:00,0.83,15498,United Kingdom,9.96
575935,21811,2011,11,7,11,hanging heart with bell,48,2011-11-13 11:20:00,0.39,17838,United Kingdom,18.72
581471,23313,2011,12,4,19,vintage christmas bunting,4,2011-12-08 19:29:00,4.95,14702,United Kingdom,19.8
547662,22989,2011,3,4,13,set 2 pantry design tea towels,3,2011-03-24 13:12:00,3.25,14085,United Kingdom,9.75
544692,21499,2011,2,3,9,blue polkadot wrap,25,2011-02-23 09:14:00,0.42,17499,United Kingdom,10.5
554160,22755,2011,5,1,11,small purple babushka notebook ,1,2011-05-23 11:49:00,0.85,17841,United Kingdom,0.85
542408,21500,2011,1,4,16,pink polkadot wrap ,25,2011-01-27 16:29:00,0.42,13280,United Kingdom,10.5
557281,21158,2011,6,7,12,moody girl door hanger ,2,2011-06-19 12:23:00,1.45,13632,United Kingdom,2.9
580027,20723,2011,12,4,12,strawberry charlotte bag,4,2011-12-01 12:01:00,0.85,14178,United Kingdom,3.4
542711,21733,2011,1,1,13,red hanging heart t-light holder,1,2011-01-31 13:19:00,2.95,17894,United Kingdom,2.95
547790,72741,2011,3,5,12,grand chocolatecandle,9,2011-03-25 12:04:00,1.45,12545,Spain,13.05
542133,21916,2011,1,2,16,set 12 retro white chalk sticks,24,2011-01-25 16:33:00,0.42,13049,United Kingdom,10.08
537828,21810,2010,12,3,14,christmas hanging star with bell,12,2010-12-08 14:43:00,1.25,15680,United Kingdom,15.0
545899,84593,2011,3,1,17,crochet rose des clothes hanger,3,2011-03-07 17:30:00,2.95,17817,United Kingdom,8.850000000000003
574062,23157,2011,11,3,14,set of 6 nativity magnets ,24,2011-11-02 14:30:00,2.08,17675,United Kingdom,49.92
543734,22676,2011,2,5,12,french blue metal door sign 1,10,2011-02-11 12:22:00,1.25,17512,United Kingdom,12.5
576399,22417,2011,11,2,10,pack of 60 spaceboy cake cases,24,2011-11-15 10:50:00,0.55,12684,France,13.2
572703,20972,2011,10,2,14,pink cream felt craft trinket box ,2,2011-10-25 14:35:00,1.25,16110,United Kingdom,2.5
558638,23173,2011,7,5,8,regency teapot roses ,4,2011-07-01 08:16:00,9.95,16317,United Kingdom,39.8
573285,79321,2011,10,5,14,chilli lights,8,2011-10-28 14:38:00,5.75,17611,United Kingdom,46.0
539840,21086,2010,12,3,14,set/6 red spotty paper cups,12,2010-12-22 14:28:00,0.65,12383,Belgium,7.800000000000002
536793,20971,2010,12,4,15,pink blue felt craft trinket box,12,2010-12-02 15:39:00,1.25,16203,United Kingdom,15.0
567481,20727,2011,9,2,13,lunch bag  black skull.,1,2011-09-20 13:41:00,1.65,16777,United Kingdom,1.65
573083,22950,2011,10,4,14,set of 36 vintage christmas doilies,4,2011-10-27 14:22:00,1.45,13735,United Kingdom,5.8
570455,21259,2011,10,1,15,victorian sewing box small ,1,2011-10-10 15:27:00,5.95,14529,United Kingdom,5.95
573078,22197,2011,10,4,14,popcorn holder,12,2011-10-27 14:13:00,0.85,12839,United Kingdom,10.2
578852,21982,2011,11,7,11,pack of 12 suki tissues ,1,2011-11-27 11:12:00,0.39,17841,United Kingdom,0.39
557676,23232,2011,6,3,10,wrap vintage petals  design,25,2011-06-22 10:28:00,0.42,15804,United Kingdom,10.5
581578,22991,2011,12,5,12,giraffe wooden ruler,12,2011-12-09 12:16:00,1.95,12713,Germany,23.4
569204,22730,2011,10,7,10,alarm clock bakelike ivory,1,2011-10-02 10:43:00,3.75,16591,United Kingdom,3.75
581361,22496,2011,12,4,12,set of 2 round tins dutch cheese,12,2011-12-08 12:31:00,0.79,17522,United Kingdom,9.48
555471,85049A,2011,6,5,11,traditional christmas ribbons,3,2011-06-03 11:42:00,1.25,16117,United Kingdom,3.75
547925,21915,2011,3,1,13,red  harmonica in box ,12,2011-03-28 13:57:00,1.25,12481,Germany,15.0
573066,21260,2011,10,4,13,first aid tin,1,2011-10-27 13:53:00,3.25,16026,United Kingdom,3.25
547650,21586,2011,3,4,12,kings choice giant tube matches,4,2011-03-24 12:08:00,2.55,17059,United Kingdom,10.2
541849,71053,2011,1,7,13,white metal lantern,1,2011-01-23 13:34:00,3.75,13230,United Kingdom,3.75
548792,21770,2011,4,1,12,open closed metal sign,1,2011-04-04 12:42:00,4.95,14711,United Kingdom,4.95
553672,22176,2011,5,3,12,blue owl soft toy,6,2011-05-18 12:44:00,2.95,15811,United Kingdom,17.700000000000006
580278,23302,2011,12,5,13,kneeling mat housework  design,1,2011-12-02 13:11:00,0.79,13560,United Kingdom,0.79
572035,22595,2011,10,4,12,gingham heart decoration,144,2011-10-20 12:03:00,0.72,14646,Netherlands,103.68
576339,23144,2011,11,1,15,zinc t-light holder stars small,1,2011-11-14 15:27:00,1.63,14096,United Kingdom,1.63
578781,22757,2011,11,5,11,large red babushka notebook ,1,2011-11-25 11:54:00,1.25,15872,United Kingdom,1.25
570282,82616C,2011,10,1,11,midnight glamour scarf knitting kit,12,2011-10-10 11:20:00,1.25,13473,United Kingdom,15.0
549425,37479B,2011,4,5,11,cubic mug flock blue on brown,6,2011-04-08 11:54:00,0.39,14030,United Kingdom,2.34
551819,23283,2011,5,3,11,doormat vintage leaves design ,10,2011-05-04 11:58:00,6.75,14739,United Kingdom,67.5
553893,23133,2011,5,4,17,large ivory heart wall organiser,2,2011-05-19 17:13:00,8.25,17560,United Kingdom,16.5
540647,47580,2011,1,1,14,tea time des tea cosy,2,2011-01-10 14:57:00,2.55,17406,United Kingdom,5.1
563709,21802,2011,8,4,15,christmas tree heart decoration,6,2011-08-18 15:17:00,0.42,15472,United Kingdom,2.52
568044,22637,2011,9,5,12,piggy bank retrospot ,4,2011-09-23 12:10:00,2.55,15763,United Kingdom,10.2
556780,22189,2011,6,2,12,cream heart card holder,3,2011-06-14 12:46:00,3.95,14524,United Kingdom,11.85
548992,23007,2011,4,2,13, spaceboy baby gift set,6,2011-04-05 13:52:00,14.95,13089,United Kingdom,89.69999999999997
566262,22844,2011,9,7,12,vintage cream dog food container,1,2011-09-11 12:56:00,8.5,15527,United Kingdom,8.5
554917,21843,2011,5,5,12,red retrospot cake stand,2,2011-05-27 12:29:00,10.95,15104,United Kingdom,21.9
551085,22907,2011,4,2,12,pack of 20 napkins pantry design,12,2011-04-26 12:29:00,0.85,14854,United Kingdom,10.2
580133,23497,2011,12,4,18,classic chrome bicycle bell ,3,2011-12-01 18:43:00,1.45,15531,United Kingdom,4.35
553229,21930,2011,5,1,10,jumbo storage bag skulls,10,2011-05-16 10:50:00,2.08,15039,United Kingdom,20.8
571441,21991,2011,10,1,13,bohemian collage stationery set,5,2011-10-17 13:31:00,2.46,14096,United Kingdom,12.3
566024,23031,2011,9,4,12,drawer knob crackle glaze pink,6,2011-09-08 12:51:00,1.65,13871,United Kingdom,9.9
580673,23380,2011,12,1,14,pack of 12 vintage doily tissues,48,2011-12-05 14:30:00,0.39,13089,United Kingdom,18.72
550477,22328,2011,4,1,14,round snack boxes set of 4 fruits ,3,2011-04-18 14:01:00,2.95,17338,United Kingdom,8.850000000000003
549279,20801,2011,4,4,13,large pink glass sundae dish,1,2011-04-07 13:16:00,0.79,16469,United Kingdom,0.79
570115,20685,2011,10,5,12,doormat red retrospot,10,2011-10-07 12:37:00,7.08,13798,United Kingdom,70.8
566432,22708,2011,9,1,14,wrap dolly girl,25,2011-09-12 14:40:00,0.42,13704,United Kingdom,10.5
572196,21908,2011,10,5,11,chocolate this way metal sign,384,2011-10-21 11:54:00,1.48,18102,United Kingdom,568.3199999999998
557328,23309,2011,6,1,9,set of 60 i love london cake cases ,1,2011-06-20 09:53:00,0.55,14646,Netherlands,0.55
553670,22645,2011,5,3,12,ceramic heart fairy cake money bank,12,2011-05-18 12:28:00,1.45,14407,United Kingdom,17.4
561794,22460,2011,7,5,13,embossed glass tealight holder,12,2011-07-29 13:11:00,1.25,12921,United Kingdom,15.0
581456,23329,2011,12,4,18,decorative wicker heart large,3,2011-12-08 18:42:00,1.65,17530,United Kingdom,4.949999999999998
568229,23518,2011,9,1,11,embroidered ribbon reel rachel ,6,2011-09-26 11:04:00,2.89,15358,United Kingdom,17.34
557514,23207,2011,6,1,16,lunch bag alphabet design,10,2011-06-20 16:58:00,1.65,14667,United Kingdom,16.5
556318,23182,2011,6,5,10,toilet sign occupied or vacant,24,2011-06-10 10:49:00,0.83,16767,United Kingdom,19.92
542276,22723,2011,1,4,10,set of 6 herb tins sketchbook,8,2011-01-27 10:19:00,3.95,12764,Lebanon,31.6
560927,22024,2011,7,5,9,rainy ladies birthday card,12,2011-07-22 09:55:00,0.42,13078,United Kingdom,5.04
566571,23340,2011,9,2,12,vintage christmas cake frill,12,2011-09-13 12:49:00,1.65,17037,United Kingdom,19.8
574683,22751,2011,11,7,12,feltcraft princess olivia doll,1,2011-11-06 12:50:00,3.75,16372,United Kingdom,3.75
566399,22690,2011,9,1,13,doormat home sweet home blue ,2,2011-09-12 13:11:00,8.25,16141,United Kingdom,16.5
566442,23341,2011,9,1,15,pink diner wall clock,2,2011-09-12 15:29:00,8.5,14732,United Kingdom,17.0
552277,22926,2011,5,7,12,ivory giant garden thermometer,1,2011-05-08 12:34:00,5.95,13642,United Kingdom,5.95
581400,22382,2011,12,4,13,lunch bag spaceboy design ,5,2011-12-08 13:36:00,1.65,14056,United Kingdom,8.25
578281,22561,2011,11,3,13,wooden school colouring set,8,2011-11-23 13:53:00,1.65,14099,United Kingdom,13.2
543625,POST,2011,2,4,15,postage,2,2011-02-10 15:38:00,18.0,12583,France,36.0
537246,22150,2010,12,1,10,3 stripey mice feltcraft,6,2010-12-06 10:27:00,1.95,12808,Portugal,11.7
545908,48188,2011,3,2,9,doormat welcome puppies,2,2011-03-08 09:26:00,7.95,14709,United Kingdom,15.9
568193,23206,2011,9,7,14,lunch bag apple design,10,2011-09-25 14:37:00,1.65,17107,United Kingdom,16.5
567672,22575,2011,9,3,15,metal merry christmas wreath,4,2011-09-21 15:39:00,1.95,16085,United Kingdom,7.8
572843,22386,2011,10,3,12,jumbo bag pink polkadot,20,2011-10-26 12:06:00,2.08,14315,United Kingdom,41.6
566647,84051,2011,9,3,11,ass colour glowing tiaras,6,2011-09-14 11:21:00,0.85,18001,United Kingdom,5.1
571846,21121,2011,10,3,12,set/10 red polkadot party candles,1,2011-10-19 12:35:00,1.25,17841,United Kingdom,1.25
566561,22966,2011,9,2,12,gingerbread man cookie cutter,12,2011-09-13 12:13:00,1.25,18145,United Kingdom,15.0
538951,22383,2010,12,3,11,lunch bag suki  design ,1,2010-12-15 11:26:00,1.65,16782,United Kingdom,1.65
569014,23286,2011,9,5,9,blue vintage spot beaker,16,2011-09-30 09:05:00,0.85,18053,United Kingdom,13.6
574910,23500,2011,11,1,15,key ring baseball boot assorted ,40,2011-11-07 15:44:00,1.25,16348,United Kingdom,50.0
574741,23508,2011,11,7,16,mini playing cards dolly girl ,1,2011-11-06 16:13:00,0.42,15993,United Kingdom,0.42
551413,21877,2011,4,4,13,home sweet home mug,12,2011-04-28 13:33:00,1.25,16227,United Kingdom,15.0
566433,22178,2011,9,1,14,victorian glass hanging t-light,96,2011-09-12 14:54:00,1.65,16839,United Kingdom,158.39999999999995
570076,20975,2011,10,5,11,12 pencils small tube red retrospot,24,2011-10-07 11:17:00,0.65,15738,United Kingdom,15.6
540249,22045,2011,1,3,16,spaceboy gift wrap,25,2011-01-05 16:00:00,0.42,15298,United Kingdom,10.5
577723,22951,2011,11,1,12,60 cake cases dolly girl design,2,2011-11-21 12:36:00,0.55,16713,United Kingdom,1.1
542240,22846,2011,1,3,14,bread bin diner style red ,2,2011-01-26 14:45:00,16.95,16124,United Kingdom,33.9
564718,22479,2011,8,7,11,daisy garden marker,10,2011-08-28 11:25:00,1.25,13301,United Kingdom,12.5
581425,21417,2011,12,4,15,cockle shell dish,1,2011-12-08 15:31:00,0.79,14796,United Kingdom,0.79
539307,20619,2010,12,4,17,tropical passport cover ,48,2010-12-16 17:43:00,0.75,13694,United Kingdom,36.0
579470,22113,2011,11,2,15,grey heart hot water bottle,1,2011-11-29 15:06:00,4.25,16549,United Kingdom,4.25
555567,22077,2011,6,7,15,6 ribbons rustic charm,12,2011-06-05 15:25:00,1.65,17050,United Kingdom,19.8
567164,23396,2011,9,7,11,le jardin botanique cushion cover,2,2011-09-18 11:51:00,3.75,14487,United Kingdom,7.5
573138,22189,2011,10,4,17,cream heart card holder,6,2011-10-27 17:22:00,3.95,15023,United Kingdom,23.700000000000006
555340,21240,2011,6,4,11,blue polkadot cup,16,2011-06-02 11:33:00,0.85,13334,United Kingdom,13.6
576326,21982,2011,11,1,15,pack of 12 suki tissues ,1,2011-11-14 15:18:00,0.39,16504,United Kingdom,0.39
580632,23238,2011,12,1,12,set of 4 knick knack tins london ,2,2011-12-05 12:16:00,4.15,16360,United Kingdom,8.3
579157,22138,2011,11,1,13,baking set 9 piece retrospot ,3,2011-11-28 13:51:00,4.95,15540,United Kingdom,14.85
550334,84991,2011,4,7,14,60 teatime fairy cake cases,12,2011-04-17 14:09:00,0.55,17320,United Kingdom,6.6000000000000005
563230,21156,2011,8,7,15,retrospot childrens apron,2,2011-08-14 15:39:00,1.95,15376,United Kingdom,3.9
551549,22654,2011,5,2,9,deluxe sewing kit ,3,2011-05-03 09:46:00,5.95,17501,United Kingdom,17.85
557020,22908,2011,6,4,12,pack of 20 napkins red apples,4,2011-06-16 12:51:00,0.85,13246,United Kingdom,3.4
576781,82616C,2011,11,3,13,midnight glamour scarf knitting kit,12,2011-11-16 13:33:00,1.25,13939,United Kingdom,15.0
568491,21351,2011,9,2,11,cinammon & orange wreath,3,2011-09-27 11:58:00,6.75,15443,United Kingdom,20.25
559641,51014A,2011,7,1,12,"feather pen,hot pink",12,2011-07-11 12:31:00,0.39,13184,United Kingdom,4.68
561085,23321,2011,7,1,9,small white heart of wicker,12,2011-07-25 09:26:00,1.65,14367,United Kingdom,19.8
